CODPRED;NOMBRE_TF;NOMBRE_PREDIO;NOMBRE_TF_AUXILIAR;NOMBRE_PREDIO_AUXILIAR;RESOLUCION_TF;FECHA_RES_TF;TIPO_DE_RES;SUPERFICIE_PREDIO;SUP_DISP;SUP_NODISP;TIPO_TF;CLASIFICACION;CALIFICACION;DEPARTAMENTO;PROVINCIA;MUNICIPIO;MODALIDAD;NRO FOLIO REAL;CLASE_RES;DETALLE_RECTIFI;NOTA REMISION_UADM;FECHA_REM;HR_REMISION;FECHA_HR;GESTION_REPORTE;OBS_REPORTE;NOTA_CATASTRO_CC;CERTIF_TAN;FECHA_REVI;REGISTRO DDRR;NOTA EXTERNA ENVIO DDRR;HR DDRR;NOTA REMITIDA VIA SANEAMIENTO CATASTRO;OBS_PROCONT;OBS_COMPENSACION;OBSERVACION 1;0;COD_INV;EXPEDIENTE;NUMERO_ARCHIVADOR;CUERPOS;GAVETERO;CAJA;OBS_INVENTARIO;RESPONSABLE;DIRECTOR;REPORTE TF;PROCESO_CONTENCIOSO;ESTADO;ESTADO GLOBAL
197232;TIERRA FISCAL;PICA FLOR;TIERRA FISCAL;PICA FLOR;RA-SS No0455/2003;20/11/2003;ADMINISTRATIVA;18.4624;17.9834;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;2/4/2015;;;;;;;EXISTE  VARIACION DE SUP. DE 0.4790HA Y EN LA RES ADM  LA SUP. ES DE 18.4624HA  Y  EN EL SHAPE ES DE 17.9834 HA. AL TECNICO   ILUMINADO SE LO HIZO CONOCER PARA RECTIFICAR LA RES.HR CATASTRO>DDRR:INF CAT:SEG. HR:REALIZAR NOTA PARA Q RECTIFIQUEN OKSOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;0;;;6;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
197425;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1502/2005;23/12/2005;ADMINISTRATIVA;23.0834;23.0834;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.0.20.0001014;;;DGS No. 0051/2017;13/1/2017;DN HRI No.827/2017;13/1/2017;2017;;DGS-SC-E-CT-No.552/2016;VERDADERO;22/2/2017;DN HRI No827/2017VIA SANEAMIENTO;;11430/2024;DN HRI No827/2017VIA SANEAMIENTO;;;SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:HOJA DE RUTA REMITIDA VIA SANEAMIENTO;;987;987ok;100;1;;;;EDWIN CALLE CONDORI;ROBERTO TORREZ VALDEZ;SI;;REPORTADO;TIERRA FISCAL VIGENTE
197494;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1499/2005;23/12/2005;ADMINISTRATIVA;4.5382;4.5382;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.2.01.0001185;;;;;;;2008;;DGS-JRLL No.1673/2008;FALSO;16/1/2015;;;1980/2024;;;;SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;0;99;99ok;6;1;GAVETERO 1;CAJA 3;;NIEVEZ MORALES;ROBERTO TORREZ VALDEZ;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
197595;TIERRA FISCAL;LA ESMERANDA  Y EL CHOCOLATE;TIERRA FISCAL;LA ESMERANDA  Y EL CHOCOLATE;RA-SS No0434/2005;13/6/2005;ADMINISTRATIVA;87.0219;87.0219;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;DGS No0756/2012;25/4/2012;;;2012;;;FALSO;6/2/2015;22748/2018 DGAT CI Nº 758/2018 04 de septiembre de 2018;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;237;237ok;12;1;GAVETERO 2;CAJA 4;;NIEVEZ MORALES;ALCIDES VADILLO PINTO;SI;;REPORTADO;TIERRA FISCAL VIGENTE
197653;TIERRA FISCAL;AURORA;TIERRA FISCAL;AURORA;RA-SS No0384/2005;16/5/2005;ADMINISTRATIVA;547.818;547.818;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;DGS No3347/2012;13/12/2012;DN HRI No40409/2012;13/12/2012;2012;;DGS-SCS-No.076/2012;VERDADERO;23/3/2015;MEDIANTE NOTA DGAT-CI-  Nº  382/2018 Y HR DN HRI Nro 14339/2018;DN-C-EXT. N°. 524/2018 8 de agosto de 2018 Generado;;;;;se deolvio a saneamiento mediante nota DGAT CI No 385/2018 de fecha 07/09/2018 hr 14418/2018 , se adjunto  1 cuerpo  fojas 173, la resolu declra improcedencia y no declra TFHR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;286;286 ok;;1;GAVETERO 3;CAJA 2;;CLETO MIRANDA;ALCIDES VADILLO PINTO;SI;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
197689;TIERRA FISCAL;TUNAMA Y MOROCONGO TIERRA FISCAL;TIERRA FISCAL;TUNAMA Y MOROCONGO TIERRA FISCAL;228335;31/12/2007;SUPREMA;1161.4579;1161.4579;;RECORTE;MEDIANA;AGRICOLA;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;;NOTA REMITIDA DGAT-CI N°632/2017 DE FECHA 28/11/2017 HR 33155/2017;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;143;143ok;;2;GAVETERO 2;CAJA 1;;;EVO MORALES AYMA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
198081;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No0295/2002;23/9/2002;ADMINISTRATIVA;69.8314;69.8314;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;;;;;;2008;;;FALSO;16/1/2015;DN HRI Nro 16453/2018 y DGAT-CI-  Nº  445/2018 y  28 de Junio de 2018, NULL;DN-C-EXT. N°. 519/2018 7 de agosto de 2018 Generado;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
198085;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No0295/2002;23/9/2002;ADMINISTRATIVA;12.1385;12.1385;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;;DGS-JRLL No1808;17/12/2008;;;2007;;;FALSO;16/1/2015;DN HRI Nro 16453/2018 y DGAT-CI-  Nº  445/2018 y  28 de Junio de 2018, NULL;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;1;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
198091;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No0295/2002;23/9/2002;ADMINISTRATIVA;81.3632;81.3632;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;16/1/2015;DN HRI Nro 16453/2018 y DGAT-CI-  Nº  445/2018 y  28 de Junio de 2018, NULL;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
198096;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No0295/2002;23/9/2002;ADMINISTRATIVA;84.8305;84.8305;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;RECTIIFCA LA SUP.;;;;;2007;RECTIFICATORIA_OK;;FALSO;16/1/2015;DN HRI Nro 16453/2018 y DGAT-CI-  Nº  445/2018 y  28 de Junio de 2018, NULL;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
199249;TIERRA FISCAL;VILLA UNZAGA;TIERRA FISCAL;VILLA UNZAGA;RA-ST No0066/2017;27/3/2017;ADMINISTRATIVA;1462.5825;1096.3379;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;BENI;;;SAN-TCO;;;;DGS No.0185/2018;17/1/2018;DN  HRI No.1362/2018;17/1/2018;2018;;BUSCAR;VERDADERO;31/1/2018;DN  HRI No1362/2018 VIA SANEAMIENTO;;;DN  HRI No1362/2018 VIA SANEAMIENTO;;;  OBS_DDRR:HOJA DE RUTA REMITIDA VIA SANEAMIENTO;;1105;1105ok;;3;;;;NIEVEZ MORALES;EUGENIA BEATRIZ YUQUE APAZA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
199452;TIERRA FISCAL;PAUSALITO;TIERRA FISCAL;PAUSALITO;RA-SS No1314/2005;17/11/2005;ADMINISTRATIVA;1448.4445;0;;RECORTE;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;DGS No0142/2016;19/1/2016;DN HRI No1749/2015;19/1/2016;2016;;DGS -SC-N-CT No.129/2012;FALSO;20/1/2016;;;;;;;SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;;760;760ok;74;1;GAVETERO 8;CAJA 4;;NIEVEZ MORALES;ROBERTO TORREZ VALDEZ;SI;;REPORTADO;TIERRA FISCAL VIGENTE
199697;TIERRA FISCAL;TIERRA FISCAL DISPONIBLE;TIERRA FISCAL;TIERRA FISCAL DISPONIBLE;RA-SS No1498/2005;23/12/2005;ADMINISTRATIVA;0.8164;0.8164;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.2.01.0001186;;;DGS No3394/2016;3/10/2016;DN HRI No29235/2016;3/10/2016;2009;;DGS-JRLL No.1748/2008;FALSO;16/1/2015;MEDIANTE NOTA DGAT-CI No578/2017 y HR 25866/2017;;1980/2024;DN HRI No29235/2016;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;893;893ok;;1;GAVETERO 10;CAJA 4;;NIEVEZ MORALES;ROBERTO TORREZ VALDEZ;SI;;REPORTADO;TIERRA FISCAL VIGENTE
199774;TIERRA FISCAL;EL ARCO;TIERRA FISCAL;EL ARCO;RA-SS No0393/2006;17/10/2006;ADMINISTRATIVA;237.8004;0;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;DGS No2854/2015;15/9/2015;DN HRI No26819/2015;15/9/2015;2015;;DGS-SC-N-CT No.571/2015;FALSO;25/9/2015;;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;;699;699ok;66;2;GAVETERO 8;CAJA 1;;NIEVEZ MORALES;JORGE GOMEZ CHUMACERO;SI;;REPORTADO;TIERRA FISCAL VIGENTE
204733;TIERRA FISCAL;TIERRA FISCAL - ISLA DEL CUSI;TIERRA FISCAL;TIERRA FISCAL - ISLA DEL CUSI;RA-SS No1055/2010;25/10/2010;ADMINISTRATIVA;1334.4274;1334.4274;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;DGS No2229/2012;11/9/2012;DN HRI No30476/2012;11/9/2012;2012;;DGS-BID-1512-CT-Nº 527/10;VERDADERO;2/4/2015;22621/2018 DGAT CI Nº 548 03 de septiembre de 2018;;;;;;SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;320;320ok;27;1;GAVETERO 3;CAJA 4;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
206697;TIERRA FISCAL;SANTA RITA;TIERRA FISCAL;SANTA RITA;RA-SS No0361/2010;19/5/2010;ADMINISTRATIVA;1153.4633;1153.4633;;RECORTE;MEDIANA;GANADERA;SANTA CRUZ;;;SAN-SIM;7.05.1.02.0002608;RECTIFICATORIA;RECTIFICA SUP.;DGS No1706/2010;11/6/2010;;;2010;;DGS-BID-1512-CT-No.178/10;FALSO;3/2/2015;REMITIDO A DDRR DN-C-EXT. N°.536/2015;DN-C-EXT. N°.536/2015;;;;;  OBS_DDRR:FALTA ENVIAR;;;;16;;;;;JESUS ZENTENO;SANDRO STEFANO GIORDANO GARCIA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
207725;TIERRA FISCAL;CHIRIGUANO;TIERRA FISCAL;CHIRIGUANO;RA-SS No1491/2005;28/12/2005;ADMINISTRATIVA;817.5951;817.5951;;RECORTE;PEQUEÑA;GANADERA;SANTA CRUZ;;;SAN-SIM;;;;DGS No0940/2014;28/3/2014;DN HRI No8114/2014;28/3/2014;2014;;DGS-BID-1512-CT-No.255/2009;VERDADERO;28/3/2015;NOTA DGAT- CI N° 322 Y HR 12903/ 2018, HR 12906/2018;DN-C-EXT. N°. 367/2018 19 de junio de 2018 Validado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;60;;;;;CLETO MIRANDA;ROBERTO TORREZ VALDEZ;SI;;REPORTADO;TIERRA FISCAL VIGENTE
207729;TIERRA FISCAL;EL PEÑASCO;TIERRA FISCAL;EL PEÑASCO;RA-SS No0386/2005;2/6/2005;ADMINISTRATIVA;179.778;179.778;;RECORTE;PEQUEÑA;GANADERA;SANTA CRUZ;;;SAN-SIM;;;;DGS No3448/2009;7/12/2009;;;2009;;;FALSO;6/2/2015;22748/2018 DGAT CI Nº 758/2018 04 de septiembre de 2018;;;;PROBADA LA DEMANDA;;EXISTE  VARIACION DE SUP. DE 11.191 HA, LA RES. ADM.  LA SUP. DE 179.7780HA Y EN EN EL SHAPE 168.587HA EXISTE LA SUP. DE 11.1910HA. DEVUE A SANEA HR  11205, REVISADA LA PAGINA DEL TRIBUNAL AGROAMBIENTAL, PRESENTA PROCESO CONTENCIOSO ADMI EN LA GEST 2017.HR CATASTRO>DDRR:INF CAT:SEG. HR:SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:reportada, con proceso contecioso, a la fecha sin sentencia del TARIBUNAL Agroambiental  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;12;;;;variacian de sup. Devuelto a saneamiento hr 11205/2016;NIEVEZ MORALES;ALCIDES VADILLO PINTO;SI;SI;PROCESO CONTENCIOSO VIGENTE;TIERRA FISCAL VIGENTE
207733;TIERRA FISCAL;LAS PIEDRITAS;TIERRA FISCAL;LAS PIEDRITAS;225697;9/12/2005;SUPREMA;1106.3844;1106.3844;;RECORTE;PEQUEÑA;GANADERA;SANTA CRUZ;;;SAN-SIM;;;;DGS No.3012/2017;19/10/2017;DN HRI No.27996/2017;20/10/2017;2017;;JRLL-SCE-CT No.178/2017;VERDADERO;1/11/2017;NOTA REMITIDA DGAT-CI Nº 638/2017 DE FECHA 04/12/2017 HR 32616;DN-C-EXT. N°. 159/2018 9 de marzo de 2018 Validado;;DN HRI No27996/2017;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;111;;;;se arrima informe de inpeccion U-ATF-INSP N°382/2018 DE 11/12/2018 SAMUEL;NIEVEZ MORALES;SANDRO STEFANO GIORDANO GARCIA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
207824;TIERRA FISCAL;EL PORVENIR;TIERRA FISCAL;EL PORVENIR;225618;5/12/2005;SUPREMA;509.3217;1.1917;;RECORTE;PEQUEÑA;GANADERA;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;6/2/2015;;;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;;;;;;NIEVEZ MORALES;EDUARDO RODRIGUEZ VELTZE;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
209921;TIERRA FISCAL;SAN LUIS;TIERRA FISCAL;SAN LUIS;RA-ST No0130/2013;31/10/2013;ADMINISTRATIVA;1617.011;1617.011;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;PANDO;;;SAN-TCO;;;;DGS No2687/2014;11/8/2014;DN HRI No22028/2014;11/8/2014;2014;;DGS-USB No.591/2013;FALSO;7/4/2015;NOTA REMITIDA DGAT-CI Nº 589/2017 DE FECHA 07/11/2017, DN HRI N 15796/2018 y DGAT CI Nº 428/2018, NOTA REMITIDA DGAT-CI Nº 589/2017 DE FECHA 07/11/2017, DN HRI Nro 15510/2018 y DGAT-CI-  Nº  418/2018 y 20 de Junio de 2018;DN-C-EXT. N°. 442/2018 23 de julio de 2018 Validado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;571;571ok;71;2;GAVETERO 7;CAJA 1;;CLETO MIRANDA;RENE SALOMON VARGAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
209933;TIERRA FISCAL;EL DÓLAR;TIERRA FISCAL;EL DÓLAR;RA-ST No0024/2016;1/2/2016;ADMINISTRATIVA;612.2699;612.2699;;RECORTE;MEDIANA;GANADERA;BENI;;;SAN-TCO;;;;DGS N° 506/2016;29/2/2016;DN HRI No5543/2016;29/2/2016;2016;;JRLL - SCS-CT No.76/2014;VERDADERO;28/3/2016;DGAT-CI Nº  829/2018 24 de Septiembre de 2018 y DN HRI Nro. 24811/2018;;;;;;LOS ATECEDENTES DEVOLVIERON MEDIANTE HR 7692/2023 DE SANEAMIENTO Y NOTA DGST CI No960/2023HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;818;818ok;80;2;GAVETERO 9;CAJA 2;;EDWIN CALLE CONDORI;ALCIDES VADILLO PINTO;SI;;REPORTADO;TIERRA FISCAL VIGENTE
211892;TIERRA FISCAL;POLANCO II;TIERRA FISCAL;POLANCO II;RA-SS No0209/2003;14/7/2003;ADMINISTRATIVA;7.6734;7.6734;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;TARIJA;;;SAN-SIM;;;;DGS No3760/2015;2/12/2015;DN HRI No33644/2015;2/12/2015;2016;;DGS-JRV-TJ-CT No.0033/2014;VERDADERO;12/12/2015;DN-C-EXT. N°. 556/2018 12 de septiembre de 2018 Validado;DN-C-EXT. N°. 556/2018 12 de septiembre de 2018 Validado;;;;;SOL.PRESI:DGAT-CI Nº 545/2018 18555/2018SOL.PRESI:DGAT-CI Nº 545/2018 18555/2018SOL.PRESI:DGAT-CI Nº 545/2018 18555/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA A PRESIDENCIA;;;;73;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
215146;TIERRA FISCAL;POR DEFINIR;TIERRA FISCAL;POR DEFINIR;RA-SS N°0627/2008;12/8/2008;ADMINISTRATIVA;15.3051;;;SIN DEFINIR;SIN DEFINIR;SIN DEFINIR;LA PAZ;;;SIN DEFINIR;2.20.1.05.0001327;;;DGCR-CI Nro 725/2026;15/7/2026;DN HRI Nro 9715/2026;15/7/2026;2026;;;FALSO;21/7/2026;;;;;;;;;;;;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
215148;TIERRA FISCAL;POR DEFINIR ;TIERRA FISCAL;POR DEFINIR ;RA-SS N°0624/2008;12/8/2008;ADMINISTRATIVA;6.5691;;;SIN DEFINIR;SIN DEFINIR;SIN DEFINIR;LA PAZ;;;SIN DEFINIR;2.20.1.05.0001326;;;DGCR-CI 725/2026;15/7/2026;DN HRI Nro 9715/2026;15/7/2026;2026;;;FALSO;21/7/2026;;;;;;;;;;;;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
215325;TIERRA FISCAL;COLONIA PLAN DE ABASTECIMIENTO AGRICOLA;TIERRA FISCAL;COLONIA PLAN DE ABASTECIMIENTO AGRICOLA;RFSCS-SC NO178/2002;29/4/2002;ADMINISTRATIVA;4.0009;4.0009;;RECORTE;PEQUEÑA;AGRICOLA;SANTA CRUZ;;;CAT-SAN;7.11.4.01.0004489;RES;;DGST NO1452/2018;18/5/2018;12685/2018;22/5/2018;2018;;JRLL-SCN -CT No.70/2018;VERDADERO;1/6/2018;12685/2018VIA SANEAMIENTO;;11430/2024;12685/2018VIA SANEAMIENTO;;;  OBS_DDRR:HOJA DE RUTA REMITIDA VIA SANEAMIENTO;;;;122;;;;;NIEVEZ MORALES;EVO MORALES AYMA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
215399;TIERRA FISCAL;COLONIA MEJILLONES;TIERRA FISCAL;COLONIA MEJILLONES;RA-CS No00236/2008;29/4/2008;ADMINISTRATIVA;9.4808;9.4808;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA-No0667/2008;20/6/2008;;;2008;;;FALSO;2/4/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
215661;TIERRA FISCAL;EL PALMAR;TIERRA FISCAL;EL PALMAR;225691;9/12/2005;SUPREMA;1709.65;1708.3345;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;6/2/2015;NOTA REMITIDA DGAT-CI N°632/2017 DE FECHA 28/11/2017 HR 33155/2017;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;12;;;;;NIEVEZ MORALES;SANDRO STEFANO GIORDANO GARCIA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
215751;TIERRA FISCAL;CORDECRUZ - (yacuses);TIERRA FISCAL;CORDECRUZ - (yacuses);RA-SS No1509/2005;27/12/2005;ADMINISTRATIVA;1368.3698;1368.3698;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;RECTIFICATORIA;;DGS No180/2012;8/5/2012;DN HRI No14413/2012;8/5/2012;2012;;DGS BID-1512-CT No.195/10;FALSO;2/4/2015;DN HRI Nro 21272/2018 DGAT-CI-  Nº  670/2018 20 de Agosto de 2018, REMITIDO A CATASTRO PARA REGISTRO A DDRR MEDIANTE NOTA DGAT-CI Nº 510/2017 DE 04 DE OCTUBRE DE 2017;DN-C-EXT. N°. 549/2018 30 de agosto de 2018 Generado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;230;230ok;29;1;GAVETERO 2;CAJA 4;;NIEVEZ MORALES;ALCIDES VADILLO PINTO;SI;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
216232;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No602/2005;7/7/2005;ADMINISTRATIVA;34.5799;34.5799;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;;;;;;2007;;DGS-JRLL No.1673/2008;FALSO;16/1/2015;DN HRI Nro 21164/2018 DGAT-CI-  Nº  660/2018 20 de Agosto de 2018, NULL;;;;;;SOL.PRESI:DGAT-CI Nº 608/2018 20088/2018SOL.PRESI:DGAT-CI Nº 608/2018 20088/2018SOL.PRESI:DGAT-CI Nº 608/2018 20088/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;NIEVEZ MORALES;ALCIDES VADILLO PINTO;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
