CODPRED;NOMBRE_TF;NOMBRE_PREDIO;NOMBRE_TF_AUXILIAR;NOMBRE_PREDIO_AUXILIAR;RESOLUCION_TF;FECHA_RES_TF;TIPO_DE_RES;SUPERFICIE_PREDIO;SUP_DISP;SUP_NODISP;TIPO_TF;CLASIFICACION;CALIFICACION;DEPARTAMENTO;PROVINCIA;MUNICIPIO;MODALIDAD;NRO FOLIO REAL;CLASE_RES;DETALLE_RECTIFI;NOTA REMISION_UADM;FECHA_REM;HR_REMISION;FECHA_HR;GESTION_REPORTE;OBS_REPORTE;NOTA_CATASTRO_CC;CERTIF_TAN;FECHA_REVI;REGISTRO DDRR;NOTA EXTERNA ENVIO DDRR;HR DDRR;NOTA REMITIDA VIA SANEAMIENTO CATASTRO;OBS_PROCONT;OBS_COMPENSACION;OBSERVACION 1;0;COD_INV;EXPEDIENTE;NUMERO_ARCHIVADOR;CUERPOS;GAVETERO;CAJA;OBS_INVENTARIO;RESPONSABLE;DIRECTOR;REPORTE TF;PROCESO_CONTENCIOSO;ESTADO;ESTADO GLOBAL
122052;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0500/2008;30/6/2008;ADMINISTRATIVA;13.2409;13.2409;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DN HRI Nro 15495/2018 y DGAT-CI-  Nº  417/2018 y 20 de Junio de 2018;DN-C-EXT. N°. 444/2018 24 de julio de 2018 Validado;;;;;SIN VALIDARHR CATASTRO>DDRR:15495/2018INF CAT:DGAT UCR INF Nº 1807/2018 (25/07/2018)SEG. HR:SOL.PRESI:  SOBRE.POSI.AREA.PROT:   SOBRE.POSI.AREA.PROT:  INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
122126;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0502/2008;30/6/2008;ADMINISTRATIVA;56.2363;56.2363;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS No3427/2009;15/12/2009;;;2009;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122127;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0501/2008;30/6/2008;ADMINISTRATIVA;8.6163;8.6163;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
122128;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0635/2008;19/8/2008;ADMINISTRATIVA;9.7025;9.7025;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122130;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0616/2008;12/8/2008;ADMINISTRATIVA;644.14;644.14;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122131;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0638/2008;19/8/2008;ADMINISTRATIVA;357.3491;357.3491;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122132;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No267/2008;30/4/2008;ADMINISTRATIVA;12.1082;12.1082;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;NOTA DGAT 852/2018 - HR 25297/2018 - 27/09/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122133;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;POR DEFINIR;RA-SS N°262/2008;30/4/2008;ADMINISTRATIVA;50.9984;;;SIN DEFINIR;SIN DEFINIR;SIN DEFINIR;LA PAZ;;;SIN DEFINIR;2.20.1.05.0001335;;;DGCR -CI No 725/2026;15/7/2026;DN HRI No 9715/2026;15/7/2026;2026;;;FALSO;21/7/2026;;;;;;;;;;;;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122134;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0636/2008;31/7/2008;ADMINISTRATIVA;9.597;9.597;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122136;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0639/2008;19/8/2008;ADMINISTRATIVA;614.2019;614.2019;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DN HRI Nro 15495/2018 y DGAT-CI-  Nº  417/2018 y 20 de Junio de 2018;DN-C-EXT. N°. 444/2018 24 de julio de 2018 Validado;;;;;SIN VALIDARHR CATASTRO>DDRR:15495/2018INF CAT:DGAT UCR INF Nº 1807/2018 (25/07/2018)SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;SE REALIZO LA INSPECCION  INF DGAT-UATF-AAHH INF No.700/2023 arrimado en carpeta de palanca;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
122138;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0637/2008;19/8/2008;ADMINISTRATIVA;10.6633;10.6633;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122177;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0634/2008;19/8/2008;ADMINISTRATIVA;5.8801;5.8801;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122178;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No265/2008;30/4/2008;ADMINISTRATIVA;243.0134;243.0134;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;DN HRI Nro 15495/2018 y DGAT-CI-  Nº  417/2018 y 20 de Junio de 2018;DN-C-EXT. N°. 444/2018 24 de julio de 2018 Validado;;;;;SIN VALIDARHR CATASTRO>DDRR:15495/2018INF CAT:DGAT UCR INF 1807/2018 (25/07/2018)SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
122179;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0640/2008;19/8/2008;ADMINISTRATIVA;0.9023;0.9023;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122180;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No266/2008;30/4/2008;ADMINISTRATIVA;55.1022;55.1022;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;VERDADERO;16/1/2015;NOTA DGAT 852/2018 - HR 25297/2018 - 27/09/2018 -- DGAT-CI-  Nº  931/2018HR 27154/2018 17/10/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122188;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0507/2008;30/6/2008;ADMINISTRATIVA;50.443;50.443;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
122190;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0503/2008;30/6/2008;ADMINISTRATIVA;100.3823;100.3823;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
122209;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0643/2008;19/8/2008;ADMINISTRATIVA;0.8826;0.8826;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1694/2008;5/12/2008;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122213;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0222/2008;25/4/2008;ADMINISTRATIVA;12.9068;12.9068;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No0667/2008;20/6/2008;;;2008;;;FALSO;2/4/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122218;TIERRA FISCAL;COLONIA BUENA ESPERANZA;TIERRA FISCAL;COLONIA BUENA ESPERANZA;RA-CS No0223/2008;25/4/2008;ADMINISTRATIVA;2.315;2.315;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA-No0667/2008;20/6/2008;;;2008;;;FALSO;2/4/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122267;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0498/2008;30/6/2008;ADMINISTRATIVA;38.5385;38.5385;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
122268;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0499/2008;30/6/2008;ADMINISTRATIVA;74.7545;74.7545;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;;;;;;MARIBEL TELLEZ;JUAN CARLOS ROJAS CALIZAYA;REVISAR REPORTE;;REPORTADO;TIERRA FISCAL VIGENTE
122272;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0591/2008;8/8/2008;ADMINISTRATIVA;122.4576;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;NOTA REMITIDA DGAT-CI Nº 510/2017 DE FECHA 04/10/2017 HR 26338/2017- NOTA REMITIDA DGAT-CI Nº 587/2017 DE FECHA 07/11/2017;;;;;;RES. LEGALIZADAHR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122274;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0592/2008;8/8/2008;ADMINISTRATIVA;314.7759;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122275;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0590/2008;8/8/2008;ADMINISTRATIVA;377.1782;377.1782;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;SIN/NOTA;30/12/2009;;;2009;;SIN NOTA;FALSO;26/1/2015;NOTA REMITIDA DGAT-CI Nº 587/2017 DE FECHA 07/11/2017;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;8;;;;;CLETO MIRANDA;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122276;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0587/2008;8/8/2008;ADMINISTRATIVA;27.0927;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122277;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0910/2008;28/11/2008;ADMINISTRATIVA;22.0516;22.0516;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1827/2008;28/11/2008;;;2008;;SIN NOTA;FALSO;27/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;8;;;;;CLETO MIRANDA;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122280;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0911/2008;28/11/2008;ADMINISTRATIVA;110.6078;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No1827/2008;28/11/2008;;;2008;;SIN NOTA;FALSO;27/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;8;;;;;CLETO MIRANDA;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122531;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0173/2008;8/4/2008;ADMINISTRATIVA;83.0895;83.0895;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122578;TIERRA FISCAL;COLONIA MONTE MAYOR;TIERRA FISCAL;COLONIA MONTE MAYOR;RA-CS No0192/2008;9/4/2008;ADMINISTRATIVA;8.9865;8.9865;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No955/2008;21/8/2008;;;2008;;;FALSO;17/3/2015;DGAT-CI-  Nº  931/2018HR 27154/2018 17/10/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122579;TIERRA FISCAL;COLONIA MONTE MAYOR AREA FISCAL;TIERRA FISCAL;COLONIA MONTE MAYOR AREA FISCAL;RA-CS No0186/2008;9/4/2008;ADMINISTRATIVA;3.984;3.984;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No955/2008;21/8/2008;;;2009;;;FALSO;17/3/2015;DGAT-CI-  Nº  931/2018HR 27154/2018 17/10/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122591;TIERRA FISCAL;COLONIA MONTE MAYOR AREA FISCAL;TIERRA FISCAL;COLONIA MONTE MAYOR AREA FISCAL;RA-CS No0189/2008;9/4/2008;ADMINISTRATIVA;16.4334;16.4334;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS-JRA No955/2008;21/8/2008;;;2009;;;FALSO;17/3/2015;DGAT-CI-  Nº  931/2018HR 27154/2018 17/10/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122646;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0296/2008;15/5/2008;ADMINISTRATIVA;116.9536;116.9536;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;DGS JRA No955/2008;21/8/2008;;;2008;;;FALSO;2/4/2015;NOTA DGAT 852/2018 - HR 25297/2018 - 27/09/2018 --DGAT-CI-  Nº  931/2018HR 27154/2018 17/10/2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;15;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
122815;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0631/2008;12/9/2008;ADMINISTRATIVA;16.5686;16.5686;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN;;;;;;;;2008;;;FALSO;16/1/2015;DGAT 863/2018 1 de octubre de 2018;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;43;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122831;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;124.0275;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122834;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;62.0138;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122836;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;248.0551;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122838;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;62.0139;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
